# Program:featureCounts v1.5.3; Command:"featureCounts" "-s" "1" "-t" "exon" "-g" "gene_name" "-M" "-a" "TetGenomeRef.gtf" "-o" "transcriptome_counts.txt" "/media/pollardlab/POLLARDLAB3/cole_pilot_initial_analysis/step2_alignment/Cole_Pilot_001_S5_R1_001_unique_and_all_MAC.sam" 
Geneid	Chr	Start	End	Strand	Length	/media/pollardlab/POLLARDLAB3/cole_pilot_initial_analysis/step2_alignment/Cole_Pilot_001_S5_R1_001_unique_and_all_MAC.sam
TTHERM_00556730	scf_8254486	28303	28806	-	504	0
TTHERM_000556739	scf_8254486	29368	30189	-	822	0
TTHERM_00556740	scf_8254486;scf_8254486;scf_8254486	31139;32083;32337	31922;32253;32689	+;+;+	1308	5
TTHERM_000556750	scf_8254486;scf_8254486;scf_8254486	34303;35143;35412	34966;35343;35833	+;+;+	1287	1
TTHERM_000556761	scf_8254486;scf_8254486	37045;37677	37611;38024	-;-	915	0
TTHERM_00557750	scf_8254486;scf_8254486	40068;40312	40166;45357	-;-	5145	0
TTHERM_00557760	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	47054;47270;47782;48226;48512;48857	47071;47422;48109;48257;48764;49161	+;+;+;+;+;+	1089	18
TTHERM_00557780	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	53634;53826;54041;54294;54724;54879;55214;55628	53768;53888;54187;54561;54825;55057;55421;55707	+;+;+;+;+;+;+;+	1182	6
TTHERM_00557790	scf_8254486	56724	57575	+	852	0
TTHERM_00557800	scf_8254486;scf_8254486;scf_8254486	59182;59895;60109	59776;60027;61822	+;+;+	2442	28
TTHERM_00557810	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	62797;63001;63120;63292;64029;65159	62887;63054;63236;63410;65009;65245	+;+;+;+;+;+	1449	4
TTHERM_00557830	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	66970;69043;69441;69915;70051;70439;71013	68985;69195;69846;69992;70387;70539;72646	-;-;-;-;-;-;-	4725	0
TTHERM_00557840	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	74226;74340;74519;74676;75054;75254;75479;75636	74280;74461;74619;74944;75165;75354;75555;75737	-;-;-;-;-;-;-;-	939	0
TTHERM_00557850	scf_8254486;scf_8254486;scf_8254486;scf_8254486	76813;77006;77272;77643	76923;77129;77543;77780	+;+;+;+	645	15
TTHERM_00557860	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	78642;78842;79373;79784;80169;80273;80455	78779;79309;79579;80077;80187;80391;80613	-;-;-;-;-;-;-	1404	0
TTHERM_00557870	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	82268;82486;82858;83052;83175;83465	82429;82651;83001;83098;83314;83513	-;-;-;-;-;-	708	0
TTHERM_00557880	scf_8254486	84270	87164	-	2895	0
TTHERM_00557890	scf_8254486;scf_8254486	89099;90389	90245;92874	-;-	3633	0
TTHERM_000557909	scf_8254486	98432	98803	+	372	0
TTHERM_00557910	scf_8254486;scf_8254486;scf_8254486	102230;102480;103717	102416;102865;104154	-;-;-	1011	0
TTHERM_00557920	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	104692;104855;105030;105310;105399	104726;104965;105145;105334;105432	+;+;+;+;+	321	3
TTHERM_00557930	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	106241;107372;111789;112238;112946;114200;114500;115092;115227;116120	107105;111738;112112;112889;114146;114441;115035;115163;116060;116371	+;+;+;+;+;+;+;+;+;+	9345	91
TTHERM_000557948	scf_8254486;scf_8254486	120306;121150	121080;121340	-;-	966	0
TTHERM_000557949	scf_8254486	121344	122138	-	795	0
TTHERM_00557950	scf_8254486	123429	123785	+	357	22
TTHERM_000557969	scf_8254486	125340	125681	-	342	0
TTHERM_00557970	scf_8254486	126222	126524	+	303	16
TTHERM_00557980	scf_8254486	127682	128797	-	1116	0
TTHERM_00557990	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	129574;131688;131878;132115;132243;132488;132650;132767;132949;133213	131553;131826;132065;132183;132278;132581;132685;132844;133067;133239	-;-;-;-;-;-;-;-;-;-	2766	0
TTHERM_00558000	scf_8254486	134339	136723	-	2385	0
TTHERM_00558010	scf_8254486;scf_8254486	141255;141731	141666;142449	+;+	1131	9
TTHERM_00558020	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	143742;144998;145535;145744;145883;146068	144719;145139;145679;145825;146012;147182	+;+;+;+;+;+	2592	11
TTHERM_00558030	scf_8254486	148448	148774	-	327	0
TTHERM_00558040	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	149723;150164;150604;151416;151947	150082;150544;150983;151683;152090	-;-;-;-;-	1533	0
TTHERM_00558050	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	153116;153270;153420;153682;153884;154020;154182;154383;154505;154655;154901	153175;153364;153494;153829;153954;154122;154319;154445;154592;154847;154934	+;+;+;+;+;+;+;+;+;+;+	1068	3
TTHERM_00558060	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	155683;155813;155956;156271;156664;156902;157137;158167;158480;158690;158831;159010	155751;155903;156188;156605;156831;157071;157657;158355;158584;158778;158933;159228	-;-;-;-;-;-;-;-;-;-;-;-	2292	0
TTHERM_00558070	scf_8254486;scf_8254486;scf_8254486	160993;161675;161986	161375;161771;162066	-;-;-	561	0
TTHERM_000558089	scf_8254486;scf_8254486	163360;163599	163456;163750	+;+	249	1
TTHERM_00558090	scf_8254486	165120	169256	+	4137	78
TTHERM_00558100	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	170693;171103;171527;171835;172208	170951;171413;171764;172151;172261	+;+;+;+;+	1179	7
TTHERM_00558120	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	173666;173738;174300;174812;175189	173685;174190;174450;175127;175268	+;+;+;+;+	1020	10
TTHERM_00558130	scf_8254486;scf_8254486;scf_8254486	175862;177903;178932	177592;178872;178948	-;-;-	2718	0
TTHERM_00558140	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	180397;181033;181612;181803;182131;182277;182493;182727;182952;183178	180947;181542;181680;182055;182215;182349;182537;182826;183119;183204	-;-;-;-;-;-;-;-;-;-	1881	0
TTHERM_000558148	scf_8254486;scf_8254486;scf_8254486;scf_8254486	184479;184608;184853;185089	184509;184754;184989;185223	+;+;+;+	450	319
TTHERM_000558149	scf_8254486;scf_8254486;scf_8254486	185386;185505;185741	185393;185668;185871	+;+;+	303	212
TTHERM_00558150	scf_8254486	186596	188533	+	1938	372
TTHERM_00558160	scf_8254486;scf_8254486	189729;190144	190083;192290	+;+	2502	6
TTHERM_00558180	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	193488;193806;194271;194708;194998;195468;195957;196398;196594;196768;197116;197358;197559;197815	193647;194077;194532;194948;195411;195888;196331;196546;196720;197052;197236;197497;197732;197952	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3279	34
TTHERM_00558190	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	198679;198782;198934;199102;200146;201297	198720;198844;199023;199710;200970;203003	+;+;+;+;+;+	3336	25
TTHERM_00558200	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	203339;206880;207287;207838;209781	206824;207084;207791;209520;212031	-;-;-;-;-	8130	0
TTHERM_000558209	scf_8254486;scf_8254486	212588;213102	212602;213239	-;-	153	0
TTHERM_00558210	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	216074;217787;218413;218519;218982;219180;219472	217369;218243;218455;218918;219122;219415;220804	+;+;+;+;+;+;+	3906	1
TTHERM_00558220	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	222437;222938;223445;223863;224210;225069;225246;225583;226054;226379;226555;226876;227073;227295;227785;227919;228369;228707;228896	222767;223248;223688;224149;224995;225188;225498;225930;226308;226493;226815;227013;227222;227728;227867;228311;228467;228830;229347	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5184	23
TTHERM_00558230	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	231006;231369;232078;232386;232930;233777;233966;234307;234614;235038;235500;235712;236297;236742;236900	231303;231667;232324;232672;233724;233896;234218;234555;234902;235436;235649;236228;236686;236840;237115	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4608	98
TTHERM_00558240	scf_8254486;scf_8254486;scf_8254486;scf_8254486	238776;239026;239432;239607	238922;239338;239544;239996	+;+;+;+	963	17
TTHERM_00558250	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	240504;240763;240893;241024;241262;241436;241681;241852	240684;240837;240963;241197;241368;241615;241786;241905	+;+;+;+;+;+;+;+	948	11
TTHERM_00558260	scf_8254486;scf_8254486	242418;242642	242514;242829	-;-	285	0
TTHERM_00558270	scf_8254486	244060	244776	-	717	0
TTHERM_00558280	scf_8254486;scf_8254486	247564;248113	247940;250351	+;+	2616	5
TTHERM_00558290	scf_8254486;scf_8254486;scf_8254486	250853;251112;252955	250866;251911;254009	-;-;-	1869	0
TTHERM_00558300	scf_8254486;scf_8254486;scf_8254486;scf_8254486	255092;255345;256165;256684	255259;255846;256510;257170	-;-;-;-	1503	0
TTHERM_00558310	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	259244;259734;260015;260254;260826;261208;261652;262062;262254;262617;263217;263532;263894;264391;264577;264777;265020;265295;265760;265910;266230;266575;266981;267309;267846;267975;268669;269175;269679;270125;270400;270810;271908;272372;272874;273424;273591;273991;274648;275055;275268	259655;259908;260084;260733;261146;261585;261981;262199;262562;263109;263470;263754;264304;264499;264719;264959;265208;265648;265854;266171;266516;266913;267209;267787;267924;268577;269115;269571;269792;270338;270666;271811;272301;272815;273367;273533;273861;274590;274998;275207;275390	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12726	217
TTHERM_00558320	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	276025;278160;278656;278886;278998;279398;280079;280420	278089;278605;278831;278941;279183;279888;280281;280681	-;-;-;-;-;-;-;-	3885	0
TTHERM_00558330	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	281534;281668;281817;281956;282102;282539;282682;282827;282969;283107;283264;283407;283555;283694;283836;283980;284120;284262;284363	281621;281763;281906;282045;282191;282628;282777;282916;283058;283196;283353;283496;283644;283783;283925;284069;284209;284304;284396	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1617	0
TTHERM_00558350	scf_8254486	285800	286729	+	930	140
TTHERM_00558360	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	287374;287468;287639;287824;287970;288155;288326	287418;287572;287767;287909;288086;288264;288372	-;-;-;-;-;-;-	639	0
TTHERM_00558370	scf_8254486	288900	289484	-	585	0
TTHERM_00558380	scf_8254486;scf_8254486;scf_8254486;scf_8254486	290470;291243;291796;292202	291141;291499;291918;292685	-;-;-;-	1536	0
TTHERM_00558390	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	294657;294813;294982;295475;295786;296178;296837;297053;297950;298509;298792;299281;299804;300076;300741;302567;302955;303402;303709	294735;294929;295399;295731;296027;296675;296993;297817;298450;298742;299201;299701;300015;300621;302352;302897;303346;303649;304017	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7749	48
TTHERM_00558400	scf_8254486	304627	305073	-	447	0
TTHERM_00558410	scf_8254486	305546	308752	-	3207	0
TTHERM_00558420	scf_8254486	310130	312085	+	1956	2
TTHERM_00558430	scf_8254486	313188	314258	-	1071	0
TTHERM_000558437	scf_8254486	315407	315793	-	387	0
TTHERM_000558438	scf_8254486	316718	317047	-	330	0
TTHERM_000558439	scf_8254486;scf_8254486	317260;317781	317728;318127	-;-	816	0
TTHERM_00558440	scf_8254486	319679	321766	+	2088	21
TTHERM_00558460	scf_8254486;scf_8254486;scf_8254486;scf_8254486	322643;322779;322924;323080	322726;322863;323027;324306	+;+;+;+	1500	10
TTHERM_00558470	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	325508;325635;326284;326685;327232;328257;328743;329068;330269;330931;331100;331792;331931;332287;332582	325539;326141;326626;327141;328194;328683;328943;330208;330872;331043;331740;331879;332218;332524;332652	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6114	106
TTHERM_00558480	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	333678;333792;334085;334305;334437	333742;333975;334244;334372;334553	+;+;+;+;+	594	5
TTHERM_00558490	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	335663;336091;336320;336469;336697;336829;337432;338183;338958;339705;339983	335973;336242;336415;336641;336771;337097;338126;338413;339451;339796;340115	-;-;-;-;-;-;-;-;-;-;-	2721	0
TTHERM_00558500	scf_8254486;scf_8254486	342028;342365	342269;342647	-;-	525	0
TTHERM_00558520	scf_8254486;scf_8254486	346506;347142	346987;347244	-;-	585	0
TTHERM_000558548	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	348812;349274;349454;350354;351004;351597;352613	349205;349397;350294;350811;351303;352556;352802	-;-;-;-;-;-;-	3267	0
TTHERM_000558549	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	353392;353837;354025;354959;355458;356054;356675	353767;353960;354841;355398;355757;356596;357458	-;-;-;-;-;-;-	3384	0
TTHERM_00558550	scf_8254486	358905	359834	-	930	0
TTHERM_00558560	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	361086;361446;361790;362045;362492;362791;364328	361355;361739;361997;362439;362743;364280;364892	+;+;+;+;+;+;+	3474	5
TTHERM_00558570	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	365848;366564;366913;367175;367355;367522;367786;368010;368342;368784;369106;369557;370313;370439	366449;366862;367119;367301;367471;367719;367920;368279;368727;369024;369424;370161;370366;370481	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3603	0
TTHERM_000558579	scf_8254486	372202	372834	-	633	0
TTHERM_00558580	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	375475;375705;375844;375984;376121;376278;376435;376574;376734	375643;375794;375933;376073;376207;376370;376518;376678;376819	-;-;-;-;-;-;-;-;-	894	0
TTHERM_00558590	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	378148;378266;378495;378676;379017	378215;378415;378572;378826;379358	-;-;-;-;-	789	0
TTHERM_00558600	scf_8254486	379962	380864	+	903	29
TTHERM_00558620	scf_8254486	383371	384720	+	1350	543
TTHERM_00558630	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	386944;387097;387263;387480;387600;387931;388055;388253;388629;388993	387002;387205;387425;387553;387788;387997;388197;388523;388933;389340	+;+;+;+;+;+;+;+;+;+	1728	9
TTHERM_00558640	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	390279;390503;390890;392039;392282;392608;393095;394154;394405;394586;395582;396432;396546;397048;397508;397601;398126;398534;399207;399507;399884;400063;401128;401513;401661;401918;402657;403325;403625;404534;404866;405168;405510	390442;390790;391950;392220;392554;393016;393908;394351;394528;395525;396375;396488;396851;397455;397544;398061;398483;399143;399448;399819;399979;401069;401459;401599;401864;402601;403268;403473;404207;404807;405071;405407;405590	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12594	0
TTHERM_00558650	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	406539;406841;407073;407232;407409;407578;407733;407846	406763;407022;407173;407359;407526;407684;407783;408991	+;+;+;+;+;+;+;+	2058	14
TTHERM_00558660	scf_8254486	410416	411534	+	1119	1
TTHERM_00558670	scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486;scf_8254486	413243;416653;417034;417585;418937;419432;420073;420412;420644	416590;416860;417535;418716;419215;419713;420361;420592;420869	-;-;-;-;-;-;-;-;-	6447	0
TTHERM_00558690	scf_8254486	425433	425852	+	420	0
TTHERM_00558700	scf_8254486	428980	429390	+	411	0
TTHERM_000558700	scf_8254486	430729	431139	+	411	0
TTHERM_01742570	scf_8254488;scf_8254488	2717;3051	2855;3529	+;+	618	81
TTHERM_001557019	scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490	51;639;979;2581;2951;3294;3659;3946;4453	388;728;1068;2670;3040;3383;3748;4035;4573	+;+;+;+;+;+;+;+;+	1089	157
TTHERM_01557020	scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490;scf_8254490	5325;5445;5689;5843;6132;6259;6463;6650;6826;7052;7280;7488;7681;7893;8115;8327;8544;8754;8972;9184;9401;9613;9830;10051;10273;10485;10702;10917;11134;11349;11566;11782	5384;5494;5778;5932;6206;6348;6552;6739;6915;7141;7369;7577;7770;7982;8204;8416;8633;8843;9061;9273;9490;9702;9919;10140;10362;10574;10791;11006;11223;11438;11655;11962	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2886	110
TTHERM_01149240	scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492	106;546;804;1092;1535;1752;2070	326;635;893;1181;1624;1841;2160	+;+;+;+;+;+;+	762	0
TTHERM_01149250	scf_8254492;scf_8254492	3359;4193	4082;4215	+;+	747	31
TTHERM_01149260	scf_8254492;scf_8254492	5585;6531	6483;6534	+;+	903	39
TTHERM_01149270	scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492	7534;7734;8440;9202;9588;11845;12323;13221;14306;14521	7676;8385;9146;9475;10710;12250;12986;13976;14467;15015	-;-;-;-;-;-;-;-;-;-	5382	0
TTHERM_01149280	scf_8254492;scf_8254492;scf_8254492	16814;17069;17572	16849;17490;17668	-;-;-	555	0
TTHERM_001149284	scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492	20785;21099;21449;21799;22144;22493;22844;23193;23539;23875;24221;24566;24909;25256;25599;25946;26293	20872;21188;21538;21888;22233;22582;22933;23282;23628;23964;24310;24655;24998;25345;25688;26035;26363	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1509	0
TTHERM_001149289	scf_8254492	28169	28867	+	699	0
TTHERM_01149310	scf_8254492	31021	34416	+	3396	1
TTHERM_01149330	scf_8254492	34898	39394	-	4497	0
TTHERM_01150340	scf_8254492;scf_8254492	42867;43194	43142;44660	+;+	1743	0
TTHERM_01150350	scf_8254492	45728	49294	-	3567	0
TTHERM_01150360	scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492	52533;52741;53007;53274;53573;53809;53983;54343;54550	52596;52862;53201;53395;53714;53930;54197;54464;54573	-;-;-;-;-;-;-;-;-	1128	0
TTHERM_001150361	scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492	56272;56367;56951;57281;57658;58035;58350;58757;58923;59283;59644;59981;60332;60727;61206;61585;61958;62297	56310;56416;57040;57370;57747;58124;58439;58846;59012;59372;59733;60070;60421;60816;61295;61674;62047;62393	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1536	41
TTHERM_01150380	scf_8254492	63776	63967	-	192	0
TTHERM_001150382	scf_8254492	64069	64431	+	363	0
TTHERM_001150385	scf_8254492;scf_8254492	65662;66189	66119;66681	-;-	951	0
TTHERM_001150388	scf_8254492;scf_8254492	68482;68804	68751;70264	+;+	1731	0
TTHERM_001150391	scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492;scf_8254492	71142;71569;71944;72363;72727;73111;73493;73875;74176;74494;74975;75082	71262;71658;72033;72452;72816;73200;73582;73964;74265;74583;75024;75120	-;-;-;-;-;-;-;-;-;-;-;-	1020	0
TTHERM_001150394	scf_8254492;scf_8254492;scf_8254492	76177;76319;77100	76266;76983;77160	+;+;+	816	0
TTHERM_01150420	scf_8254492	78711	79088	-	378	0
TTHERM_001150420	scf_8254492;scf_8254492	82689;83018	82759;83138	+;+	192	39
TTHERM_002653475	scf_8254494;scf_8254494;scf_8254494;scf_8254494;scf_8254494	355;466;590;832;1306	384;468;664;925;1359	+;+;+;+;+	256	2
TTHERM_00857780	scf_8254496;scf_8254496;scf_8254496	5;413;938	168;633;1484	-;-;-	932	0
TTHERM_00857790	scf_8254496;scf_8254496;scf_8254496	4118;4535;5061	4481;5002;5938	+;+;+	1710	527
TTHERM_000857793	scf_8254496;scf_8254496;scf_8254496	7628;8057;8630	8000;8527;9513	+;+;+	1728	367
TTHERM_00857800	scf_8254496;scf_8254496;scf_8254496	10963;11049;11435	10974;11373;11694	+;+;+	597	4
TTHERM_00857810	scf_8254496;scf_8254496;scf_8254496;scf_8254496	12513;12580;12910;13085	12515;12801;13026;13273	+;+;+;+	531	5
TTHERM_00857820	scf_8254496;scf_8254496;scf_8254496;scf_8254496	14815;15263;15557;15725	14946;15502;15667;16540	+;+;+;+	1299	9
TTHERM_00857830	scf_8254496;scf_8254496	17704;17849	17795;18878	-;-	1122	0
TTHERM_00857840	scf_8254496;scf_8254496	19797;19944	19882;21054	-;-	1197	0
TTHERM_00857850	scf_8254496	22043	22813	-	771	0
TTHERM_00857860	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	23703;23965;24158;24569;24829;25477	23832;24110;24510;24784;25350;25864	-;-;-;-;-;-	1755	0
TTHERM_00857870	scf_8254496;scf_8254496;scf_8254496;scf_8254496	26616;27252;27712;28612	27199;27636;28545;29058	-;-;-;-	2250	0
TTHERM_00857880	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	30692;31211;31660;32917;33179;33438;34191	31133;31535;31946;32985;33370;33747;34995	+;+;+;+;+;+;+	2430	133
TTHERM_00857890	scf_8254496;scf_8254496;scf_8254496;scf_8254496	35834;36329;37568;38289	36278;37317;38187;41019	-;-;-;-	4785	0
TTHERM_00857900	scf_8254496	41505	42473	+	969	3
TTHERM_00857910	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	44140;44399;44671;45006;45669;45840;46040	44181;44465;44855;45608;45773;45971;46312	+;+;+;+;+;+;+	1407	158
TTHERM_00857920	scf_8254496;scf_8254496;scf_8254496	47271;47452;47718	47360;47622;47924	-;-;-	468	0
TTHERM_000857921	scf_8254496;scf_8254496	49514;51164	50989;51370	-;-	1683	0
TTHERM_00857940	scf_8254496	52319	52654	-	336	0
TTHERM_00857950	scf_8254496	55582	55959	-	378	0
TTHERM_000857958	scf_8254496;scf_8254496;scf_8254496;scf_8254496	56970;57040;57332;57575	56995;57284;57348;58030	-;-;-;-	744	0
TTHERM_000857959	scf_8254496;scf_8254496	58118;58179	58120;58904	+;+	729	3
TTHERM_00857960	scf_8254496	59581	59979	-	399	0
TTHERM_00857970	scf_8254496	60727	61038	-	312	0
TTHERM_00857980	scf_8254496	62171	62497	-	327	0
TTHERM_000857999	scf_8254496	65034	65354	+	321	0
TTHERM_00858000	scf_8254496	66708	67076	-	369	0
TTHERM_00858010	scf_8254496;scf_8254496	68619;68820	68650;69027	-;-	240	0
TTHERM_000858019	scf_8254496;scf_8254496;scf_8254496	70247;70335;71207	70273;71145;72099	-;-;-	1731	0
TTHERM_00858020	scf_8254496;scf_8254496	72575;77040	76843;77294	-;-	4524	0
